card,discount_offer,url,vendor_image,vendor_name
Visa Premium Debit Card,"10% off

Expires October 4, 2023",https://allied-web.peekaboo.guru/lahore/card-deal/28155/89134/10-off?categoryId=_all,https://d2liqplnt17rh6.cloudfront.net/logoImages/logo_0f033942-e706-45d9-b2f9-36ab5ba4c34a-440.jpeg,AIRSIAL
Visa Platinum Debit Card,"10% off

Expires October 4, 2023",https://allied-web.peekaboo.guru/lahore/card-deal/28155/89134/10-off?categoryId=_all,https://d2liqplnt17rh6.cloudfront.net/logoImages/logo_0f033942-e706-45d9-b2f9-36ab5ba4c34a-440.jpeg,AIRSIAL
Visa Platinum Credit Card,"10% off

Expires October 4, 2023",https://allied-web.peekaboo.guru/lahore/card-deal/28155/89134/10-off?categoryId=_all,https://d2liqplnt17rh6.cloudfront.net/logoImages/logo_0f033942-e706-45d9-b2f9-36ab5ba4c34a-440.jpeg,AIRSIAL
Visa Gold Credit Card,"10% off

Expires October 4, 2023",https://allied-web.peekaboo.guru/lahore/card-deal/28155/89134/10-off?categoryId=_all,https://d2liqplnt17rh6.cloudfront.net/logoImages/logo_0f033942-e706-45d9-b2f9-36ab5ba4c34a-440.jpeg,AIRSIAL
Gold UPI & PayPak Debit Card,"10% off

Expires October 4, 2023",https://allied-web.peekaboo.guru/lahore/card-deal/28155/89134/10-off?categoryId=_all,https://d2liqplnt17rh6.cloudfront.net/logoImages/logo_0f033942-e706-45d9-b2f9-36ab5ba4c34a-440.jpeg,AIRSIAL
Cash+Shop Sapphire 200 Visa Debit Card,"10% off

Expires October 4, 2023",https://allied-web.peekaboo.guru/lahore/card-deal/28155/89134/10-off?categoryId=_all,https://d2liqplnt17rh6.cloudfront.net/logoImages/logo_0f033942-e706-45d9-b2f9-36ab5ba4c34a-440.jpeg,AIRSIAL
Cash+Shop Sapphire Visa Debit Card,"10% off

Expires October 4, 2023",https://allied-web.peekaboo.guru/lahore/card-deal/28155/89134/10-off?categoryId=_all,https://d2liqplnt17rh6.cloudfront.net/logoImages/logo_0f033942-e706-45d9-b2f9-36ab5ba4c34a-440.jpeg,AIRSIAL
Cash+Shop Classic Visa Debit Card,"10% off

Expires October 4, 2023",https://allied-web.peekaboo.guru/lahore/card-deal/28155/89134/10-off?categoryId=_all,https://d2liqplnt17rh6.cloudfront.net/logoImages/logo_0f033942-e706-45d9-b2f9-36ab5ba4c34a-440.jpeg,AIRSIAL
Youth VISA DebitCard,"10% off

Expires October 4, 2023",https://allied-web.peekaboo.guru/lahore/card-deal/28155/89134/10-off?categoryId=_all,https://d2liqplnt17rh6.cloudfront.net/logoImages/logo_0f033942-e706-45d9-b2f9-36ab5ba4c34a-440.jpeg,AIRSIAL
Classic UPI & PayPak Debit Card,"10% off

Expires October 4, 2023",https://allied-web.peekaboo.guru/lahore/card-deal/28155/89134/10-off?categoryId=_all,https://d2liqplnt17rh6.cloudfront.net/logoImages/logo_0f033942-e706-45d9-b2f9-36ab5ba4c34a-440.jpeg,AIRSIAL
Classic Plus UPI & PayPak Debit Card,"10% off

Expires October 4, 2023",https://allied-web.peekaboo.guru/lahore/card-deal/28155/89134/10-off?categoryId=_all,https://d2liqplnt17rh6.cloudfront.net/logoImages/logo_0f033942-e706-45d9-b2f9-36ab5ba4c34a-440.jpeg,AIRSIAL
EZCash Prepaid Debit Card,"10% off

Expires October 4, 2023",https://allied-web.peekaboo.guru/lahore/card-deal/28155/89134/10-off?categoryId=_all,https://d2liqplnt17rh6.cloudfront.net/logoImages/logo_0f033942-e706-45d9-b2f9-36ab5ba4c34a-440.jpeg,AIRSIAL
Islamic Banking VISA DebitCard,"10% off

Expires October 4, 2023",https://allied-web.peekaboo.guru/lahore/card-deal/28155/89134/10-off?categoryId=_all,https://d2liqplnt17rh6.cloudfront.net/logoImages/logo_0f033942-e706-45d9-b2f9-36ab5ba4c34a-440.jpeg,AIRSIAL
UPI & Paypak myWallet Debit Card,"10% off

Expires October 4, 2023",https://allied-web.peekaboo.guru/lahore/card-deal/28155/89134/10-off?categoryId=_all,https://d2liqplnt17rh6.cloudfront.net/logoImages/logo_0f033942-e706-45d9-b2f9-36ab5ba4c34a-440.jpeg,AIRSIAL
